Data from Matlab    Data from Simulation    Results
FFFFFFFF62B9E287    FFFFFFFF62B9E287        TRUE      
000000000C15FA34    000000000C15FA34        TRUE      
00000000C2CEBA04    00000000C2CEBA04        TRUE      
000000010E92CEA6    000000010E92CEA6        TRUE      
0000000045832BDB    0000000045832BDB        TRUE      
FFFFFFFFFA317A9D    FFFFFFFFFA317A9D        TRUE      
FFFFFFFF22320239    FFFFFFFF22320239        TRUE      
FFFFFFFFFB7E6F0E    FFFFFFFFFB7E6F0E        TRUE      
0000000064E03969    0000000064E03969        TRUE      
FFFFFFFFD181950D    FFFFFFFFD181950D        TRUE      
FFFFFFFFCFCAA3A8    FFFFFFFFCFCAA3A8        TRUE      
0000000031BFB0D8    0000000031BFB0D8        TRUE      
FFFFFFFFE742A977    FFFFFFFFE742A977        TRUE      
FFFFFFFFB5E5F93A    FFFFFFFFB5E5F93A        TRUE      
00000000F05F50BA    00000000F05F50BA        TRUE      
00000000641F86D4    00000000641F86D4        TRUE      
00000000C2AA5817    00000000C2AA5817        TRUE      
FFFFFFFFB4C41347    FFFFFFFFB4C41347        TRUE      
FFFFFFFFA7E0DA12    FFFFFFFFA7E0DA12        TRUE      
FFFFFFFFBA44C4AC    FFFFFFFFBA44C4AC        TRUE      
000000003368983A    000000003368983A        TRUE      
FFFFFFFFFC97678F    FFFFFFFFFC97678F        TRUE      
FFFFFFFFDBB3EDAB    FFFFFFFFDBB3EDAB        TRUE      
00000000FD6298C5    00000000FD6298C5        TRUE      
FFFFFFFFD696420B    FFFFFFFFD696420B        TRUE      
FFFFFFFFDC2AAE72    FFFFFFFFDC2AAE72        TRUE      
000000001478510A    000000001478510A        TRUE      
0000000045E64679    0000000045E64679        TRUE      
FFFFFFFF8B5DAF96    FFFFFFFF8B5DAF96        TRUE      
FFFFFFFFD271B448    FFFFFFFFD271B448        TRUE      
000000009EAA8C55    000000009EAA8C55        TRUE      
FFFFFFFFF8E6D099    FFFFFFFFF8E6D099        TRUE      
000000006C3EEBE6    000000006C3EEBE6        TRUE      
00000000F86B8AB6    00000000F86B8AB6        TRUE      
FFFFFFFF9A34CCC0    FFFFFFFF9A34CCC0        TRUE      
0000000071115DC5    0000000071115DC5        TRUE      
00000000EA5C4FB5    00000000EA5C4FB5        TRUE      
0000000034C683C2    0000000034C683C2        TRUE      
FFFFFFFFDA2E55B2    FFFFFFFFDA2E55B2        TRUE      
0000000077AF87D6    0000000077AF87D6        TRUE      
0000000050D7837B    0000000050D7837B        TRUE      
00000000ABFA35AE    00000000ABFA35AE        TRUE      
FFFFFFFF87CC635C    FFFFFFFF87CC635C        TRUE      
FFFFFFFFE72DAE94    FFFFFFFFE72DAE94        TRUE      
FFFFFFFF9E18CF31    FFFFFFFF9E18CF31        TRUE      
FFFFFFFFF8C89A0E    FFFFFFFFF8C89A0E        TRUE      
FFFFFFFF97BFA8D9    FFFFFFFF97BFA8D9        TRUE      
000000003A77EBD8    000000003A77EBD8        TRUE      
FFFFFFFF7F5A2928    FFFFFFFF7F5A2928        TRUE      
FFFFFFFFEC20B15B    FFFFFFFFEC20B15B        TRUE      
000000006DE8F3DC    000000006DE8F3DC        TRUE      
00000000FF1500B2    00000000FF1500B2        TRUE      
0000000025804473    0000000025804473        TRUE      
FFFFFFFFA411E3A7    FFFFFFFFA411E3A7        TRUE      
FFFFFFFF29F3D1AE    FFFFFFFF29F3D1AE        TRUE      
FFFFFFFFE2AC6355    FFFFFFFFE2AC6355        TRUE      
0000000098D91D3E    0000000098D91D3E        TRUE      
0000000038B8B105    0000000038B8B105        TRUE      
00000000514A6EA4    00000000514A6EA4        TRUE      
0000000045CBEE94    0000000045CBEE94        TRUE      
0000000045ED7C96    0000000045ED7C96        TRUE      
FFFFFFFF9665C6A3    FFFFFFFF9665C6A3        TRUE      
FFFFFFFFC4AA7E9E    FFFFFFFFC4AA7E9E        TRUE      
000000005B9B90C3    000000005B9B90C3        TRUE      
FFFFFFFFCD138F8E    FFFFFFFFCD138F8E        TRUE      
00000000DAD4B3FD    00000000DAD4B3FD        TRUE      
0000000000E64891    0000000000E64891        TRUE      
FFFFFFFFF26BCD81    FFFFFFFFF26BCD81        TRUE      
00000000A57B5253    00000000A57B5253        TRUE      
00000000602B6C09    00000000602B6C09        TRUE      
00000000D617B3C5    00000000D617B3C5        TRUE      
00000000F69352F7    00000000F69352F7        TRUE      
000000001DA98B0B    000000001DA98B0B        TRUE      
0000000026ECCB93    0000000026ECCB93        TRUE      
FFFFFFFFF1515037    FFFFFFFFF1515037        TRUE      
000000009613F480    000000009613F480        TRUE      
000000000412A590    000000000412A590        TRUE      
FFFFFFFFB327CBE2    FFFFFFFFB327CBE2        TRUE      
0000000004D131D9    0000000004D131D9        TRUE      
000000009FFC42EF    000000009FFC42EF        TRUE      
FFFFFFFF5BF15D4D    FFFFFFFF5BF15D4D        TRUE      
FFFFFFFFC8F3A3EA    FFFFFFFFC8F3A3EA        TRUE      
FFFFFFFFC8415F0A    FFFFFFFFC8415F0A        TRUE      
FFFFFFFF905D954A    FFFFFFFF905D954A        TRUE      
FFFFFFFFFF85745D    FFFFFFFFFF85745D        TRUE      
000000003234F2EF    000000003234F2EF        TRUE      
000000003C561FB2    000000003C561FB2        TRUE      
FFFFFFFFD544F8D5    FFFFFFFFD544F8D5        TRUE      
---------------- EOF ----------------
